dev,contributions,collaborators,knum,aknum,tenure,degree,popcon,psizes,bugs,deps,betweenness,closeness,degree_cent,packs_avg_degree,clus_sq,clus_dot,clus_red
D2961,3,6,2,2,13,3,1481.33333333,13.9198000002,5.0,10.0,0.000583359272975,0.0891188294646,0.00226586102719,3.0,0.0,0.0492991743335,0.0
D859,1,2,1,1,2,1,45.0,12.665523919,0,7.0,0.0,0.0664272086938,0.000755287009063,3.0,0.0,0.27,0.0
D2140,38,4,2,2,6,6,1883.33333333,13.6999577211,5.16666666667,5.0,0.000715163052737,0.0946649146212,0.00453172205438,2.5,0.291666666667,0.0507642832811,0.4
D2740,2,0,1,1,13,1,41.0,14.0639077352,12.0,2.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D587,40,0,1,1,13,4,274.75,14.463032953,6.75,6.0,2.19928498002e-07,0.582886857863,0.00302114803625,1.0,0.0,0.0,0.0
D586,2,1,1,1,0,1,0.0,9.93188062704,0,2.0,0.0,0.0633777152226,0.000755287009063,2.0,0.0,0.2,0.0
D853,31,9,2,2,2,7,162.428571429,13.5426024304,3.28571428571,3.85714285714,0.00263509154405,0.0956989388115,0.00528700906344,2.71428571429,0.0666666666667,0.039828306192,0.142857142857
D580,18,1,1,1,0,1,81.0,12.4689252523,2.0,5.0,0.0,0.0788194612733,0.000755287009063,2.0,0.0,0.0166666666667,0.0
D851,184,12,3,3.24574592267,6,73,3198.63013699,12.6753286066,4.7397260274,5.39726027397,0.0397226446837,0.0938304502422,0.0551359516616,1.35616438356,0.101123595506,0.0187758406968,0.0072298325723
D582,63,13,2,2,8,16,4168.625,13.0307444017,11.4375,9.8125,0.00917386986302,0.100632701914,0.012084592145,1.8125,0.0,0.0385777394344,0.0
D2967,135,17,3,3.24574592267,11,32,164.6875,13.3751076718,3.28125,4.34375,0.0218039607399,0.106211677182,0.02416918429,1.625,0.0171428571429,0.0145326748494,0.00604838709677
D453,2,2,2,2,0,2,15.0,14.0845314639,28.0,12.5,2.4436499778e-08,0.0815363522337,0.00151057401813,2.5,1.0,0.0920289855072,1.0
D100,16,2,2,2,4,2,264.0,14.210541755,14.0,6.5,0.000187555604534,0.0740053553558,0.00151057401813,2.0,0.0,0.0358851674641,0.0
D102,66,6,2,2,8,16,224.9375,13.9492824217,3.75,5.5,0.00848205847814,0.0930390606135,0.012084592145,1.4375,0.0555555555556,0.0205536265802,0.00833333333333
D456,19,14,3,3.24574592267,4,13,64.6153846154,12.8363316347,2.53846153846,3.23076923077,0.0108823297532,0.0937512847219,0.00981873111782,3.07692307692,0.1484375,0.0278972086574,0.435897435897
D107,24,0,1,1,8,3,2664.0,12.9927663303,4.66666666667,6.66666666667,1.09964249001e-07,0.582886857863,0.00226586102719,1.0,0.0,0.0,0.0
D106,33,0,1,1,8,8,130.375,13.9322716271,2.75,2.375,1.02633299067e-06,0.582886857863,0.00604229607251,1.0,0.0,0.0,0.0
D459,45,5,2,2,2,11,56.2727272727,12.5490767497,2.72727272727,3.36363636364,0.00655312302206,0.10016145281,0.0083081570997,2.27272727273,0.521126760563,0.0262365606299,0.672727272727
D458,3,1,2,2,0,3,0.666666666667,9.44031387928,0,4.0,5.49821245004e-08,0.0736833847818,0.00226586102719,2.0,1.0,0.029702970297,1.0
D691,1,1,1,1,0,1,9.0,9.39382791541,0,6.0,0.0,0.0751107687917,0.000755287009063,2.0,0.0,0.00181488203267,0.0
D690,6,1,2,2,2,2,1.0,10.1579747201,1.5,2.0,1.83273748335e-08,0.0806515309634,0.00151057401813,2.0,1.0,0.0298507462687,1.0
D3309,23,6,3,3.24574592267,11,7,18206.8571429,14.7385551738,9.85714285714,9.14285714286,0.00172100955397,0.0877270985338,0.00528700906344,2.28571428571,0.428571428571,0.0157725197965,0.285714285714
D692,185,4,2,2,14,26,16019.5,14.1875561998,6.96153846154,3.11538461538,0.0123836717929,0.0831388678612,0.0196374622356,1.34615384615,0.652173913043,0.070418956044,0.0461538461538
D694,23,11,2,2,6,5,258.0,13.1954959883,6.0,4.6,0.00171057229443,0.0998300394657,0.00377643504532,3.2,0.0,0.0528450706721,0.0
D924,2,1,1,1,0,1,3.0,10.2525586604,0,5.0,0.0,0.0788194612733,0.000755287009063,2.0,0.0,0.0166666666667,0.0
D3303,1,1,1,1,4,1,56.0,10.2841475417,3.0,2.0,0.0,0.0823350203506,0.000755287009063,2.0,0.0,0.00578034682081,0.0
D698,28,2,2,2,8,7,51.7142857143,14.7091739545,5.14285714286,10.7142857143,0.00319128564198,0.0701568216,0.00528700906344,1.42857142857,0.333333333333,0.166666666667,0.047619047619
D3301,507,81,3,3.2380952381,6,173,2158.20231214,14.6788240302,3.56647398844,4.79768786127,0.154691801125,0.114748096644,0.130664652568,2.19653179191,0.0211043654235,0.0131710817564,0.024600080656
D3300,111,15,3,3.24574592267,6,30,169.066666667,10.6898108192,2.7,1.53333333333,0.0266081253346,0.104243174104,0.0226586102719,2.33333333333,0.317796610169,0.0185428832175,0.514942528736
D3307,20,4,2,2,0,4,62.25,12.2599770904,1.0,7.75,0.00104892225072,0.0838735535377,0.00302114803625,2.25,0.125,0.0708502024291,0.166666666667
D3305,9,1,1,1,6,1,540.0,12.5619587784,8.0,9.0,0.0,0.0823350203506,0.000755287009063,2.0,0.0,0.00578034682081,0.0
D3304,10,1,1,1,0,1,18.0,14.4094565485,6.0,5.0,0.0,0.0798682318477,0.000755287009063,2.0,0.0,0.00234741784038,0.0
D3162,2,1,1,1,4,1,38.0,13.5031231395,4.0,5.0,0.0,0.0767054530939,0.000755287009063,2.0,0.0,0.027027027027,0.0
D3166,418,35,5,5.18181818182,6,129,16142.5658915,14.1001087231,18.2945736434,10.9457364341,0.067314084218,0.106859400503,0.0974320241692,2.33333333333,0.190894726447,0.0262081509273,0.205062984496
D3165,2,1,1,1,0,1,38.0,10.2550594983,2.0,1.0,0.0,0.0819735444709,0.000755287009063,2.0,0.0,0.00934579439252,0.0
D3493,4,1,1,1,2,1,30.0,10.2069937603,0,6.0,0.0,0.0691652170377,0.000755287009063,2.0,0.0,0.0238095238095,0.0
D3490,62,5,2,2,6,8,288.5,14.7260694944,5.5,10.375,0.0032814654508,0.0842582519153,0.00604229607251,2.0,0.3,0.0767097550851,0.0357142857143
D3495,20,0,1,1,14,3,33.0,14.1095252868,3.33333333333,4.66666666667,1.09964249001e-07,0.582886857863,0.00226586102719,1.0,0.0,0.0,0.0
D3494,2,1,1,1,2,1,5.0,12.0350707786,1.0,2.0,0.0,0.0768633365005,0.000755287009063,2.0,0.0,0.00840336134454,0.0
D3499,27,2,2,2,8,2,20179.0,14.5143741188,15.0,8.5,7.97448152355e-05,0.0751491765812,0.00151057401813,2.0,0.0,0.111111111111,0.0
D2789,10,4,3,3.24574592267,0,5,14.6,13.634781173,0.6,6.4,0.000213330416379,0.0952846230326,0.00377643504532,2.8,0.5,0.0146549528902,0.7
D2780,6,1,1,1,8,1,901.0,14.3283132261,5.0,8.0,0.0,0.0788126436885,0.000755287009063,2.0,0.0,0.0133333333333,0.0
D2786,3,2,1,1,0,1,167.0,12.6724540976,7.0,11.0,0.0,0.0760752710326,0.000755287009063,3.0,0.0,0.077380952381,0.0
D2787,6,2,2,2,0,5,16.4,13.4441146475,12.4,10.4,2.32146747891e-07,0.0815407302595,0.00377643504532,2.2,1.0,0.105072463768,1.0
D2018,84,1,1,1,14,16,8445.9375,15.2166160809,3.75,4.125,0.00859040713195,0.0778537147725,0.012084592145,1.0625,0.0,0.0142857142857,0.0
D2019,194,0,1,1,8,11,12408.1818182,15.4157149175,7.81818181818,10.4545454545,2.01601123168e-06,0.582886857863,0.0083081570997,1.0,0.0,0.0,0.0
D3543,6,2,1,1,0,1,82.0,11.8058935419,5.0,4.0,0.0,0.0846056247411,0.000755287009063,3.0,0.0,0.0268707482993,0.0
D3542,2,1,1,1,0,1,2.0,16.6989024577,7.0,23.0,0.0,0.077359296357,0.000755287009063,2.0,0.0,0.00378787878788,0.0
D3013,2,1,1,1,6,1,15.0,8.32796785831,0,1.0,0.0,0.0759459172011,0.000755287009063,2.0,0.0,0.0169491525424,0.0
D3547,13,5,2,2,4,3,2361.66666667,14.6851076464,6.66666666667,4.33333333333,0.000800647346536,0.0953963540645,0.00226586102719,2.66666666667,0.0,0.0145299702125,0.0
D3546,131,1,1,1,14,14,40840.4285714,13.5661967292,23.4285714286,4.85714285714,3.81209396536e-06,0.546456429247,0.0105740181269,1.07142857143,0.0,0.0714285714286,0.0
D2546,51,1,1,1,11,8,1265.25,14.5912754358,8.75,7.875,0.00400988299457,0.0713098497536,0.00604229607251,1.125,0.0,0.0714285714286,0.0
D2011,2,1,1,1,6,1,24.0,15.1620250897,12.0,3.0,0.0,0.0747938613255,0.000755287009063,2.0,0.0,0.047619047619,0.0
D2012,4,2,1,1,2,1,17.0,13.1543464233,2.0,7.0,0.0,0.0937050058837,0.000755287009063,3.0,0.0,0.00697075682503,0.0
D2013,18,1,2,2,0,3,81.6666666667,14.3112406148,3.66666666667,5.66666666667,5.49821245004e-08,0.0674540077148,0.00226586102719,2.0,1.0,0.027027027027,1.0
D2543,18,8,3,3.24574592267,2,12,27.3333333333,14.9400190165,0.833333333333,2.41666666667,0.00203851900332,0.101041133781,0.00906344410876,2.33333333333,0.203539823009,0.0203017839594,0.348484848485
D2016,1,1,1,1,0,1,133.0,11.2937490342,1.0,2.0,0.0,0.0781140147293,0.000755287009063,2.0,0.0,0.0144927536232,0.0
D2541,86,18,3,3.24574592267,4,12,776.583333333,14.15652046,8.08333333333,8.0,0.0212685076428,0.103307112949,0.00906344410876,3.25,0.064406779661,0.0419034456806,0.257575757576
D1899,17,3,2,2,2,5,180.2,11.6079847042,3.8,2.0,2.15915582337e-05,0.0862212320646,0.00377643504532,2.6,1.0,0.0689890710383,1.0
D2767,43,7,2,2,8,13,81.8461538462,13.6490681044,1.38461538462,4.53846153846,0.00602538320153,0.0909894883375,0.00981873111782,1.61538461538,0.04,0.0367501813473,0.0128205128205
D2764,2,5,1,1,2,1,76.0,15.8091868096,3.0,2.0,0.0,0.0864486466994,0.000755287009063,6.0,0.0,0.0581959994029,0.0
D2941,2,2,1,1,11,1,564.0,17.7974452793,9.0,6.0,0.0,0.0776057181,0.000755287009063,3.0,0.0,0.259433962264,0.0
D2946,9,1,1,1,8,2,2460.0,14.215364285,6.5,16.5,0.000572950392044,0.0699757884229,0.00151057401813,1.5,0.0,0.0625,0.0
D2947,2,1,1,1,2,1,21.0,12.2058776265,2.0,5.0,0.0,0.0845522378727,0.000755287009063,2.0,0.0,0.013698630137,0.0
D2944,2,0,1,1,11,1,122.0,11.1277040633,2.0,2.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D2761,5,2,2,2,6,2,1287.5,14.3949076845,5.5,15.0,0.00334459507034,0.0774381914784,0.00151057401813,2.0,0.0,0.0689102564103,0.0
D1890,4,0,1,1,11,2,444.0,12.2258875277,2.0,3.0,3.6654749667e-08,0.582886857863,0.00151057401813,1.0,0.0,0.0,0.0
D1893,85,2,2,2,4,7,755.428571429,14.4332017043,12.0,6.71428571429,0.00299606935397,0.0632325734023,0.00528700906344,1.28571428571,0.0,0.125,0.0
D1892,10,0,1,1,11,2,6870.0,11.3245576664,3.5,5.0,3.6654749667e-08,0.582886857863,0.00151057401813,1.0,0.0,0.0,0.0
D1894,2,1,1,1,2,1,146.0,14.2018281841,4.0,3.0,0.0,0.259060825717,0.000755287009063,2.0,0.0,0.333333333333,0.0
D2768,8,3,2,2,8,2,9.5,10.2029808471,2.0,4.5,8.31449402304e-05,0.0801238776127,0.00151057401813,2.5,0.0,0.0523647325973,0.0
D1896,6,2,1,1,0,1,26.0,9.85801936449,0,4.0,0.0,0.0814416103157,0.000755287009063,3.0,0.0,0.029355064844,0.0
D1949,2,0,1,1,11,1,5.0,14.5586695371,1.0,9.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D1947,11,1,1,1,4,3,1251.66666667,11.5243038186,4.66666666667,3.66666666667,0.00114586412934,0.0845852041562,0.00226586102719,1.33333333333,0.0,0.0357142857143,0.0
D1946,4,0,1,1,11,1,4.0,12.7017440215,5.0,3.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D1945,148,9,3,3.24574592267,2,9,4075.88888889,14.2956253275,11.6666666667,12.5555555556,0.00267437639011,0.0963384157551,0.00679758308157,2.44444444444,0.102941176471,0.0459340232016,0.166666666667
D1944,2,1,1,1,0,1,14.0,9.79629202093,1.0,3.0,0.0,0.0789027308808,0.000755287009063,2.0,0.0,0.0147058823529,0.0
D1943,6,1,1,1,0,1,45.0,15.1463553678,5.0,17.0,0.0,0.0698342021684,0.000755287009063,2.0,0.0,0.0714285714286,0.0
D1941,335,49,6,6.83862433862,6,98,15421.744898,13.9688762651,13.0408163265,12.5102040816,0.0895997331503,0.111838267897,0.0740181268882,3.32653061224,0.123372478938,0.0298686606624,0.248474647591
D1940,16,2,2,2,2,5,33.8,12.7577432396,2.2,1.6,0.000366823607807,0.0755241563095,0.00377643504532,2.0,0.6,0.0676767676768,0.6
D2304,2,2,1,1,0,1,11.0,11.9466281145,3.0,5.0,0.0,0.0844347106225,0.000755287009063,3.0,0.0,0.0286632073141,0.0
D2305,8,4,2,2,0,7,1.14285714286,10.6986851335,0.142857142857,2.85714285714,0.00180086959212,0.0981080535146,0.00528700906344,2.14285714286,0.259259259259,0.0166292126435,0.333333333333
D2307,4,0,1,1,14,2,27.0,13.0198632115,1.5,6.0,3.6654749667e-08,0.582886857863,0.00151057401813,1.0,0.0,0.0,0.0
D2302,52,7,2,2,6,11,1157.63636364,13.5259535167,12.4545454545,9.81818181818,0.00573032270205,0.0861250648618,0.0083081570997,1.90909090909,0.1,0.0811089924083,0.0727272727273
D1301,18,1,2,2,0,2,37.0,11.0821502412,4.0,2.0,1.83273748335e-08,0.0844315810348,0.00151057401813,2.0,1.0,0.0093896713615,1.0
D1300,51,9,3,3.24574592267,0,16,61.125,13.3405129797,2.6875,4.9375,0.00331704599599,0.0921787730871,0.012084592145,2.5625,0.378947368421,0.0499214271128,0.583333333333
D1303,31,6,2,2,14,10,1134.6,13.3121270065,7.7,4.4,0.00902230849122,0.09052484116,0.00755287009063,1.7,0.05,0.049130399361,0.0222222222222
D1302,17,1,2,2,11,3,0.333333333333,15.9647954316,2.33333333333,1.0,5.49821245004e-08,0.0755805381907,0.00226586102719,2.0,1.0,0.0357142857143,1.0
D1305,4,1,1,1,4,1,15.0,10.9656951593,1.0,4.0,0.0,0.388591238575,0.000755287009063,2.0,0.0,1.0,0.0
D1304,185,20,2,2,4,27,104.185185185,14.4060457878,6.40740740741,6.7037037037,0.0211275035909,0.098131298864,0.0203927492447,1.81481481481,0.00888888888889,0.0261695542894,0.00569800569801
D1308,36,5,2,2,0,10,105.5,14.1967925303,5.6,7.5,0.00306491825421,0.0909331885802,0.00755287009063,2.2,0.43137254902,0.159435253967,0.466666666667
D524,6,1,1,1,2,1,218.0,12.538264305,5.0,4.0,0.0,0.0784935421695,0.000755287009063,2.0,0.0,0.00568181818182,0.0
D2161,1,1,1,1,11,1,9.0,10.1232654464,0,5.0,0.0,0.0868424864387,0.000755287009063,2.0,0.0,0.00952380952381,0.0
D2162,3,3,2,2,4,2,8.5,13.8237827489,0.5,7.5,0.000114840242673,0.0925495405082,0.00151057401813,2.5,0.0,0.0149763609147,0.0
D2164,6,1,1,1,0,1,126.0,14.7095282777,7.0,27.0,0.0,0.077567400161,0.000755287009063,2.0,0.0,0.0222222222222,0.0
D3308,186,1,1,1,11,30,2403.4,13.7689751898,3.3,4.46666666667,0.0166006795409,0.0751851420259,0.0226586102719,1.03333333333,0.0,0.0172413793103,0.0
D2168,44,14,3,3.24574592267,2,8,9337.0,13.9613508376,6.5,9.125,0.00196801889712,0.100752878965,0.00604229607251,4.125,0.0684931506849,0.0257429648568,0.285714285714
D2366,10,0,1,1,11,1,234.0,13.4096513722,18.0,8.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D8,27,12,3,3.24574592267,0,8,7529.0,17.5867805432,20.25,4.125,0.01564768437,0.104650243053,0.00604229607251,2.875,0.0659340659341,0.0339407044191,0.214285714286
D1419,1,1,1,1,2,1,2.0,11.4957487868,2.0,5.0,0.0,0.0740474544267,0.000755287009063,2.0,0.0,0.0121951219512,0.0
D1415,9,2,2,2,11,6,14.6666666667,10.3647552175,1.0,3.33333333333,0.000170179971209,0.079291360166,0.00453172205438,2.16666666667,0.733333333333,0.0645551257253,0.733333333333
D1417,38,9,2,2,6,12,135.083333333,13.4434727307,3.5,5.08333333333,0.00689054099469,0.0972182937361,0.00906344410876,1.75,0.0,0.0334464438168,0.0
D1413,14,2,2,2,0,2,1.0,9.9187947966,1.0,2.5,1.2218249889e-08,0.0929764016543,0.00151057401813,3.0,1.0,0.0205479452055,1.0
D1091,7,2,2,2,6,2,68.0,11.5534050009,6.5,3.0,0.000106038520932,0.0843003475207,0.00151057401813,2.0,0.0,0.0257444168734,0.0
D1090,26,2,1,1,2,1,188.0,14.1121989515,32.0,12.0,0.0,0.0644509412064,0.000755287009063,3.0,0.0,0.291666666667,0.0
D1095,30,9,2,2,2,5,5485.0,14.635180075,20.0,9.2,0.006955988932,0.101504883387,0.00377643504532,3.0,0.0263157894737,0.0288318379074,0.1
D1094,1,1,1,1,2,1,2.0,11.437371833,0,3.0,0.0,0.0691652170377,0.000755287009063,2.0,0.0,0.0238095238095,0.0
D1096,98,12,4,9.66666666667,4,52,57.7884615385,13.4508728413,1.84615384615,12.5384615385,0.0418423612512,0.102023148159,0.0392749244713,2.26923076923,0.424713584288,0.0202801587052,0.320512820513
D1098,5,2,2,2,2,2,15.0,9.66249820808,3.0,5.0,1.13659381165e-06,0.0830479361453,0.00151057401813,2.5,1.0,0.0313545150502,1.0
D356,16,0,1,1,8,3,4151.66666667,11.3250525277,1.66666666667,2.66666666667,1.09964249001e-07,0.582886857863,0.00226586102719,1.0,0.0,0.0,0.0
D1244,2,1,1,1,11,1,120.0,13.7492842133,11.0,8.0,0.0,0.208173877808,0.000755287009063,2.0,0.0,0.0714285714286,0.0
D1245,1,1,1,1,0,1,0.0,13.5448992802,0,4.0,0.0,0.0819735444709,0.000755287009063,2.0,0.0,0.00934579439252,0.0
D1246,2,0,1,1,13,1,8.0,12.56831009,1.0,1.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D1247,38,2,2,2,2,2,25.0,16.4980146515,11.0,31.5,4.13583728449e-06,0.0848372224178,0.00151057401813,2.5,1.0,0.0238948626045,1.0
D1240,6,7,1,1,0,1,36.0,13.1902855426,8.0,1.0,0.0,0.0958580108372,0.000755287009063,8.0,0.0,0.0347666367396,0.0
D353,2,1,1,1,0,1,11.0,8.39457347787,1.0,2.0,0.0,0.0700801993733,0.000755287009063,2.0,0.0,0.0384615384615,0.0
D1528,73,2,2,2,13,6,616.666666667,14.5172147725,9.66666666667,8.66666666667,0.00241835657985,0.0793203510178,0.00453172205438,1.33333333333,0.0,0.0200722601365,0.0
D1242,179,12,2,2,6,20,12467.0,15.9319565908,112.65,5.1,0.0103329543374,0.0919146931578,0.0151057401813,1.8,0.0531914893617,0.0370408597237,0.0210526315789
D1521,2,0,1,1,13,1,4.0,10.9639998332,3.0,2.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D1522,8,3,2,2,11,5,3205.4,13.8278370734,8.0,4.8,0.00166367801435,0.0820473586014,0.00377643504532,1.8,0.166666666667,0.0355622590917,0.1
D1525,14,1,2,2,2,2,499.0,13.2912484003,7.5,4.5,1.83273748335e-08,0.0663604457352,0.00151057401813,2.0,1.0,0.222222222222,1.0
D1524,10,1,1,1,8,6,49.6666666667,13.9865586687,1.5,4.0,0.00286438541272,0.0915085301301,0.00453172205438,1.16666666667,0.0,0.000752445447705,0.0
D1527,25,4,2,2,11,9,225.444444444,12.8093388813,2.77777777778,4.11111111111,0.00380969119553,0.0836272198146,0.00679758308157,1.44444444444,0.0,0.0381125324624,0.0
D1635,12,1,1,1,2,1,3.0,14.6051898987,3.0,9.0,0.0,0.0789027308808,0.000755287009063,2.0,0.0,0.0147058823529,0.0
D1630,207,33,3,3.24574592267,2,36,235.527777778,15.640036615,5.52777777778,10.9722222222,0.037579169182,0.110244251205,0.0271903323263,2.52777777778,0.0974866717441,0.0212651699898,0.201587301587
D1633,68,3,1,1,11,13,443.769230769,14.7219672165,5.84615384615,6.61538461538,0.00687298549105,0.088142931125,0.00981873111782,1.23076923077,0.0,0.0313664596273,0.0
D1632,97,13,2,2,6,26,1554.61538462,14.3022814337,12.5769230769,4.73076923077,0.0153301023258,0.0923226068669,0.0196374622356,1.84615384615,0.108910891089,0.0490248697308,0.0646153846154
D1639,1,2,1,1,0,1,146.0,16.5341667165,8.0,9.0,0.0,0.0762114401556,0.000755287009063,3.0,0.0,0.256756756757,0.0
D1638,115,16,4,4.26245847176,0,53,1338.0,15.1135466003,2.8679245283,8.24528301887,0.00823877363878,0.0999746254347,0.0400302114804,3.09433962264,0.342244418331,0.0379013407993,0.681422351234
D584,27,1,1,1,4,6,372.333333333,13.9876879193,0.166666666667,7.33333333333,0.00286438541272,0.072912164411,0.00453172205438,1.16666666667,0.0,0.0434782608696,0.0
D3396,5,4,2,2,0,2,0.0,13.4166235169,2.0,5.0,0.000102919184631,0.0880628538497,0.00151057401813,3.5,0.333333333333,0.0470779220779,1.0
D3397,61,15,3,3.24574592267,4,24,163.291666667,15.7939039275,3.54166666667,6.875,0.0201226820969,0.101480012497,0.0181268882175,2.29166666667,0.0714285714286,0.029580511165,0.0942028985507
D852,2,0,1,1,8,1,0,nan,2.0,0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D262,1,3,1,1,4,1,107.0,13.4521590898,8.0,12.0,0.0,0.0840375503774,0.000755287009063,4.0,0.0,0.188189400054,0.0
D264,31,6,2,2,11,3,210.666666667,16.6311798821,24.6666666667,6.0,0.00018649205923,0.0911642790463,0.00226586102719,4.0,0.25,0.199474907808,0.333333333333
D265,24,5,2,2,0,12,13.3333333333,17.2016739461,2.75,7.75,0.000865302967609,0.0935472306741,0.00906344410876,2.16666666667,0.5625,0.0215659991976,0.681818181818
D267,41,7,2,2,13,9,264.666666667,14.4126468966,10.2222222222,7.55555555556,0.00394423634671,0.0869137258396,0.00679758308157,2.0,0.0882352941176,0.0966451099066,0.0833333333333
D269,74,29,3,3.24574592267,0,15,4702.66666667,13.8799750764,16.9333333333,8.93333333333,0.0107148745333,0.105308207689,0.011329305136,3.13333333333,0.00875273522976,0.0368728730383,0.0380952380952
D3393,1,1,1,1,4,1,6.0,16.2683688516,1.0,1.0,0.0,0.0630374651464,0.000755287009063,2.0,0.0,0.166666666667,0.0
D3228,9,4,3,3.24574592267,2,3,18.3333333333,14.461671122,3.66666666667,9.0,3.34404152928e-05,0.0895567942651,0.00226586102719,3.0,0.5,0.0246125549606,1.0
D88,185,6,2,2,6,27,611.222222222,13.1285033042,5.44444444444,4.22222222222,0.0134833618927,0.08745093061,0.0203927492447,1.37037037037,0.175,0.0439617743374,0.019943019943
D3220,16,3,1,1,2,1,181.0,10.7163714147,2.0,7.0,0.0,0.0852611386207,0.000755287009063,4.0,0.0,0.0175401839151,0.0
D3222,3,2,1,1,6,2,508.5,15.2451051602,8.0,1.0,0.000572950392044,0.080761618852,0.00151057401813,2.0,0.0,0.0194618599791,0.0
D3223,4,0,1,1,14,1,93.0,15.0089059178,5.0,2.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D83,22,2,2,2,0,3,1304.0,13.2870605328,3.66666666667,7.66666666667,0.000120025915,0.0722519020071,0.00226586102719,2.0,0.333333333333,0.0811688311688,0.333333333333
D3226,8,1,1,1,6,1,522.0,13.2587352321,5.0,6.0,0.0,0.0771679880934,0.000755287009063,2.0,0.0,0.0204081632653,0.0
D80,18,1,1,1,2,1,96.0,14.6908597048,4.0,17.0,0.0,0.0531994778082,0.000755287009063,2.0,0.0,0.125,0.0
D863,4,3,2,2,0,2,25.5,14.6028568468,3.0,4.0,0.000210154431029,0.0841477564334,0.00151057401813,3.0,1.0,0.134951042997,1.0
D860,13,2,1,1,8,1,262.0,12.2983965527,21.0,1.0,0.0,0.195813553813,0.000755287009063,3.0,0.0,0.503968253968,0.0
D861,4,1,1,1,8,1,158.0,11.1304051014,3.0,3.0,0.0,0.0657769582319,0.000755287009063,2.0,0.0,0.0243902439024,0.0
D866,4,0,1,1,11,1,29.0,12.6784921043,4.0,5.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D867,12,4,2,2,2,4,16.75,13.8638491916,4.75,5.25,0.000858045227577,0.087561862023,0.00302114803625,2.5,0.285714285714,0.0792266519011,0.166666666667
D864,10,5,1,1,0,1,148.0,10.9215042029,5.0,1.0,0.0,0.0940687510285,0.000755287009063,6.0,0.0,0.0514423267818,0.0
D865,36,1,2,2,6,14,305.071428571,13.288783217,2.35714285714,5.28571428571,0.00458285171398,0.0806672394259,0.0105740181269,1.42857142857,1.0,0.0821917808219,0.164835164835
D3314,2,2,1,1,6,1,67.0,13.261358069,2.0,14.0,0.0,0.0961351272644,0.000755287009063,3.0,0.0,0.0019066954923,0.0
D3315,78,0,1,1,11,9,1318.11111111,14.1214203253,12.1111111111,5.33333333333,1.31957098801e-06,0.582886857863,0.00679758308157,1.0,0.0,0.0,0.0
D3316,2,1,1,1,4,1,3.0,13.1738470537,2.0,4.0,0.0,0.0740342181299,0.000755287009063,2.0,0.0,0.0769230769231,0.0
D3317,2,1,1,1,2,1,26.0,10.1020514849,3.0,7.0,0.0,0.0810994674071,0.000755287009063,2.0,0.0,0.0294117647059,0.0
D468,176,7,2,2,14,38,3606.07894737,15.5142681063,7.0,5.36842105263,0.0206894635958,0.0920521231928,0.0287009063444,1.23684210526,0.0588235294118,0.0241076707093,0.00284495021337
D466,18,5,2,2,4,2,176.5,14.9922378513,20.0,5.5,9.07018784252e-05,0.0942516846527,0.00151057401813,3.5,0.0,0.0212869673349,0.0
D464,14,4,2,2,6,2,1743.0,14.60236345,8.0,10.5,8.34712562036e-06,0.0914093836489,0.00151057401813,4.0,0.666666666667,0.103952991453,1.0
D465,1,1,1,1,0,1,12.0,15.3734858985,2.0,11.0,0.0,0.0729028304592,0.000755287009063,2.0,0.0,0.0833333333333,0.0
D462,30,4,2,2,4,6,0.833333333333,11.7316418977,2.16666666667,6.83333333333,0.00176708427771,0.0885007902611,0.00453172205438,2.66666666667,0.272727272727,0.106715912171,0.466666666667
D3319,177,20,3,3.24574592267,4,66,90.7727272727,15.0369471917,2.28787878788,5.34848484848,0.0559368889576,0.108534488304,0.0498489425982,2.16666666667,0.392470345539,0.026231602356,0.246153846154
D916,16,5,3,3.24574592267,0,4,9.5,11.1760636525,1.5,4.5,0.00108186664164,0.0894319752083,0.00302114803625,3.75,0.473684210526,0.0252157276123,0.5
D914,42,3,2,2,11,6,42420.8333333,12.7913185855,9.16666666667,8.16666666667,0.00229231955073,0.0847803874623,0.00453172205438,1.83333333333,1.0,0.0488775220233,0.0666666666667
D661,10,2,1,1,8,3,310.333333333,13.649764466,6.0,18.6666666667,0.00114586412934,0.0809970963973,0.00226586102719,1.66666666667,0.0,0.111363636364,0.0
D911,12,5,2,2,2,2,251.5,14.3844948951,13.5,10.5,0.000523971209727,0.0931170273691,0.00151057401813,3.5,0.0,0.0201231656184,0.0
D484,12,5,2,2,2,2,6673.5,13.1609560087,0.5,3.5,0.000122154901612,0.0860486104648,0.00151057401813,3.5,0.0,0.0643484162896,0.0
